name,CCS,MW,WPATH,WPOL,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Wgamma1.unity,Wgamma2.unity,Wgamma3.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WG.unity,WD.unity,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nHBDon,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,PetitjeanNumber,topoShape,geomShape,nSpiroAtoms,bpol,VABC,ECCEN,VAdjMat,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,PPSA-1,PPSA-2,PPSA-3,PNSA-1,PNSA-2,PNSA-3,DPSA-1,DPSA-2,DPSA-3,FPSA-1,FPSA-2,FPSA-3,FNSA-1,FNSA-2,FNSA-3,WPSA-1,WPSA-2,WPSA-3,WNSA-1,WNSA-2,WNSA-3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,GRAV-1,GRAV-2,GRAV-3,GRAVH-1,GRAVH-2,GRAVH-3,GRAV-4,GRAV-5,GRAV-6,LOBMAX,LOBMIN,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nHBAcc,nB,nA,nR,nN,nD,nC,nF,nQ,nE,nG,nH,nI,nP,nL,nK,nM,nS,nT,nY,nV,nW
napropamide,165,272.164529,832,31,3,2,2,1,1,0,0,0,2,0,0,0,1.06,0,0.368,0,0.497,0,0.0889,0,0.353,41,11,3,0.646,4.75,3.6,0,9.66,14.2,0,4.51,0,0,0,0.333,0,0,0,0,0,0,0,3.28,10.7,80.7,1.04,3.04,12.4,0.0634,0.184,0,0,0,0.401,0.541,0.582,16.5,53.7,109,0.314,0,1.52,0,0,0,0,0,0,3,0,2,0,0,7,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,16,-0.333,0.232,5.25,9.95,0,0.5,1,0.913,0,27.8,269,327,5.39,6,0,3.89,46.6,0,98,40,2,8.76,5.57,3.19,14.5,9.67,8.05,7.09,5.55,3.96,2.37,1.7,12.3,7.1,4.75,3.48,2.33,1.35,0.607,0.361,6,3360,2970,700,1.13,4.8,4.24,6.66,0.244,29.5,0.351,-0.186,-0.0769,0.173,-0.0799,377,519,16.4,142,-195,-14,236,713,30.5,0.727,1,0.0316,0.273,-0.375,-0.0271,196,269,8.52,73.5,-101,-7.29,0.169,0.242,0.223,0.827,488,30.4,0.941,0.0587,1650,40.6,11.8,1860,43.1,12.3,3480,59,15.2,2.03,2.03,0,0,0,0.151,0.251,0,0,0,0.0518,0.0675,0,0,1,8,2,5,1,0,0,3.06,4.7,6.01,1.16,1.56,1.6,0.109,11,21.9,22.5,30.7,34.5,29.8,1380,16.4,7.85,4.02,10,1240,1410,1890,1940,1610,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWEP,143.8,219.992684,262,16,1.79,1,1,1,1,0,0,0,1,0,0,0,0.964,0,0.167,0,0.452,0,0.107,0,0.125,20,6,0,0,0.565,0.934,0,1.65,6.45,0,2.41,0,0,0,0.5,0,0,0,0,0,0,0,2.92,8.54,50.4,0.213,1.69,8.11,0.0212,0.169,0,0,0,0.232,0.373,0.529,10,15.8,28.8,0.357,0,1.13,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.9,35,-0.306,0.341,4.2,9.7,0,0.5,1,0.8,0,12,172,155,4.7,4,0,2.69,25.8,0,60,25.2,1.94,13.2,5.16,2.99,9.84,6.13,5.38,4.14,2.61,2.01,1.17,0.663,8.32,4.19,3.06,2.09,1.04,0.68,0.319,0.14,3,2020,1710,350,1.18,5.75,4.87,5.53,0.3,38.3,0.378,-0.296,0.192,-0.0864,0.025,183,201,14.5,211,-232,-30.7,-28,434,45.1,0.464,0.512,0.0368,0.536,-0.591,-0.078,71.7,79.2,5.69,82.8,-91.3,-12.1,0.309,0.277,2.37,5.81,336,57.1,0.855,0.145,1230,35.1,10.7,1310,36.2,10.9,2620,51.2,13.8,1.4,1.4,0,0,0,0.068,0.184,0,0,0,0.0241,0.0666,0,0,0,6,0,0,0,0,0,1.94,2.13,2.77,0.93,0.779,0.872,0.175,10,30.3,18.2,27,33,18.8,244,11.1,5.02,3.32,6,731,807,1030,893,558,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tritosulfuron,184.5,446.035244,2320,46,1.13,2,2,2,2,0,0,0,2,0,0,0,4.86,0.781,1.11,0.346,0.848,0.0525,0.129,0.014,0.231,38,12,0,0,0.364,1.18,0.27,3.97,5.2,1.48,4.09,2.98,0.1,0.945,0.413,0,0,0,0,3.64,0,0,3.23,10.4,83.1,1.78,3.8,11.4,0.105,0.224,0,0,0,0.388,0.479,0.571,17,70.3,164,0.254,0,1.44,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,5,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,32,-0.317,0.471,3.48,11.8,0,0.5,1,0.602,0,31.7,313,584,5.91,5,0,3.01,43.8,0,152,56.8,1.96,43.3,10.3,15.3,22,13.2,14.3,9.2,7.6,6.02,3.54,2.45,14.2,7.48,5.43,3.33,2.15,1.31,0.605,0.311,8,6990,6490,1860,1.08,3.76,3.5,7.87,0.421,132,1.3,-0.909,0.578,-0.326,-0.168,210,643,19.7,380,-1160,-64.9,-170,1800,84.6,0.356,1.09,0.0334,0.644,-1.97,-0.11,124,380,11.7,225,-686,-38.3,0.148,0.104,0,2.37,477,113,0.808,0.192,3250,57,14.8,3350,57.9,15,8220,90.6,20.2,1.52,1.52,0,0,0,0.151,0.214,0,0,0,0.039,0.0466,0,0,1,5,1,2,0,0,0,6.5,9.7,14.2,1.28,1.58,1.7,0.296,20,49,44.9,70.9,69.2,78.6,709,25.3,9.65,7,12,1600,1870,2670,2700,2590,8,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,6-DICHLOROBENZAMIDE",132.7,189.982119,144,15,1.79,1,1,1,1,0,0,0,1,0,0,0,0.916,0,0.268,0,0.449,0,0.0966,0,0,16,6,0,0,0,0,0,2.38,5.37,0,4.24,0,0,0,0,0,0,0,0,0,0,0,2.16,4.67,44.2,0.372,1.85,4.26,0.0574,0.286,0,0,0,0.189,0.346,0.55,6.49,10.2,19.6,0.243,0,1.09,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,35,-0.291,0.255,4.84,10.2,0,0.4,0.667,0.836,0,6.6,146,83,4.46,3,0,2.15,21.9,0,52,21.2,1.93,9.85,2.41,2.41,8.43,5.13,4.71,3.4,3.02,1.36,0.741,0.236,6.99,3.62,2.78,1.84,1.32,0.478,0.242,0.051,1,1010,637,453,1.58,2.22,1.4,4.69,0.375,43.1,0.209,-0.0692,0.024,-0.143,0.0851,126,118,11.2,205,-191,-31,-78.9,309,42.3,0.381,0.355,0.0339,0.619,-0.577,-0.0936,41.9,39.1,3.73,68,-63.4,-10.3,0.249,0.295,0,11.7,281,50.9,0.846,0.154,1020,31.9,10.1,1080,32.8,10.2,2200,46.9,13,1.05,1.05,0,0,0,0.068,0.175,0,0,0,0.0241,0.0666,0,0,1,5,1,0,0,0,0,1.86,3.48,3.38,0.851,1.28,1.04,0.228,9,27.6,15.4,23.9,27.7,35.4,146,9.09,3.6,1.98,6,678,760,990,890,516,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anhydroerythromycin A,269.2,716.457977,8120,107,4.1,4,0,3,0,0,0,2,2,0,0,0,6.1,0.49,2.43,0.376,3.84,0.262,0.996,0.114,0.973,115,0,2,9.55,8.01,34.9,9.21,0.741,12.6,3.41,25.5,14.4,1.31,0.628,5.15,5.29,0,0,0,0,0,0,2.67,7.14,181,3.02,6.57,12,0.14,0.304,0,0,0,0.46,0.452,0.519,21.6,135,394,0.167,0,1.43,0,0,0,0,0,0,13,0,4,0,0,0,15,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,-0.39,0.267,5.28,12.5,1,0.5,1,0.787,0,89.3,701,1190,6.75,3,0,2.59,119,2,282,100,2,37.5,34.5,3.03,37.3,23.2,23.4,20.8,16.7,13.2,9.2,6.87,32.5,18.7,16.9,12.9,9.81,6.49,4.13,2.71,7,11500,9100,5170,1.26,2.22,1.76,8.46,0.261,155,1.78,-0.856,-0.196,-0.0321,0.413,659,3300,28.2,144,-722,-25.5,515,4020,53.7,0.82,4.1,0.0352,0.18,-0.899,-0.0317,529,2650,22.7,116,-580,-20.5,0.0534,0.0778,0.0302,0.808,698,106,0.868,0.132,4050,63.6,15.9,4730,68.8,16.8,14800,122,24.5,1.82,1.82,0,0,0.131,0.669,1.66,0,0,0.0757,0.345,0.724,0,0,1,0,0,12,14,7,0,15.3,25.1,39.1,7.96,12.1,16.1,0.216,3,59.7,61.1,102,128,131,11700,41.2,14.9,7.16,0,4010,4910,7680,8920,9370,13,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
betaxolol,188.8,308.222044,1430,24,3,2,1,2,1,1,0,0,1,0,0,0,1.31,0,0,0,0.808,0,0,0,0.667,51,6,3,0.5,2.41,1.89,0,13,13.3,0,1.69,0,0,0,0.365,0.143,0,0,0,0,0,0,2.58,6.64,88.6,0.972,1.96,35.2,0.0255,0.0514,0,0,0,0.43,0.406,0.586,38.1,105,210,0.442,0,1.42,0,0,0,0,0,0,2,0,6,0,0,4,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.9,16,-0.389,0.0913,5.07,8.77,1,0.5,1,0.864,0,36.2,314,556,5.52,7,0,2.37,54.5,1,104,43.6,1.98,11.4,8.54,2.87,15.8,10.6,9.27,6.15,4.25,3.54,2.06,1.38,13.8,8.34,6.44,3.42,1.98,1.38,0.689,0.404,11,9590,9270,613,1.04,15.6,15.1,8.81,0.255,50.7,0.479,-0.199,-0.165,0.105,0.0962,526,980,25.3,139,-259,-22.2,388,1240,47.5,0.791,1.47,0.0381,0.209,-0.389,-0.0334,350,652,16.9,92.4,-172,-14.8,0.113,0.209,2.14,4.7,597,68.4,0.897,0.103,1700,41.3,11.9,2010,44.8,12.6,3260,57.1,14.8,2.78,2.78,0.289,0.204,0,0.185,0.19,0.289,0.204,0,0.0867,0.0726,0,0,0,5,1,6,5,1,0,1.71,1.78,2.35,0.751,0.65,0.694,0.165,7,24.7,25,28.8,27.5,23.2,2240,18.3,9.99,8.44,6,1140,1240,1400,1290,1120,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bisoprolol,195.1,326.232608,1650,25,2.89,1,1,1,1,0,0,0,1,0,0,0,1.51,0,0,0,0.839,0,0,0,0.667,54,6,3,0.72,4.66,3.31,0,9.74,11.3,0,1.61,0,0,0,0.437,0.55,0,0,0,0,0,0,2.03,4.13,92.2,1,3.83,31.8,0.0274,0.104,0,0,0,0.417,0.494,0.634,36.7,158,317,0.401,0,1.54,0,0,0,0,0,0,4,0,5,0,0,4,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.9,16,-0.389,0.126,5.07,8.54,1,0.471,0.889,0.816,0,40.3,335,583,5.52,7,0,2.16,56.7,1,102,45.1,1.96,14.3,11.5,2.87,17.1,11,9.57,6.16,4.25,3.54,2.09,1.35,14.7,8.3,6.14,3.08,1.84,1.23,0.583,0.318,12,9500,8690,1140,1.09,8.33,7.62,9.38,0.111,60,0.658,-0.291,-0.247,0.279,-0.0133,567,1230,28.3,129,-279,-21.7,438,1510,50,0.815,1.76,0.0406,0.185,-0.401,-0.0312,395,855,19.7,89.8,-194,-15.1,0.0972,0.18,1.84,4.04,628,68.8,0.901,0.0988,1770,42.1,12.1,2090,45.8,12.8,3530,59.5,15.2,2.4,2.4,0,0,0,0.0833,0.118,0,0,0,0.0278,0.031,0,0,0,5,1,9,3,0,0,1.85,1.88,2.42,0.799,0.668,0.68,0.184,7,26.5,25.7,31.8,28.9,24.9,2410,21,12.4,11.2,6,1140,1200,1420,1290,1120,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fenofibrate,194.7,361.120137,1720,37,3.11,2,2,2,2,0,0,0,2,0,0,0,2.68,0.204,0.685,0.144,1.41,0.102,0.11,0.017,0.3,46,12,3,1.63,4.03,5.11,2,8.69,16.1,1.48,4.64,1.82,0,0.111,0.943,0.333,0,0,0,0,0,0,5.11,26.1,97.1,0.716,3.27,18.1,0.0324,0.148,0,0,0,0.329,0.495,0.51,22.1,74.5,139,0.365,0,1.33,0,0,0,0,0,0,4,0,0,0,0,8,1,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,35,-0.329,0.294,4.89,9.59,0,0.467,0.875,0.885,0,29.1,337,584,5.7,6,0,5.34,54.6,1,126,49.4,1.98,13.4,10.9,0,18.6,11.7,11.4,8.41,6.09,4.77,2.75,1.87,15.5,8.37,6.86,3.68,2.26,1.6,0.685,0.404,7,7800,7160,875,1.09,8.91,8.19,7.99,0.283,52.6,0.566,-0.261,-0.114,0.205,-0.072,383,682,16.5,237,-422,-31.7,146,1100,48.2,0.618,1.1,0.0266,0.382,-0.68,-0.051,238,423,10.3,147,-262,-19.6,0.165,0.185,0.0936,1.76,556,64.3,0.896,0.104,2140,46.2,12.9,2350,48.5,13.3,4910,70.1,17,2.23,2.23,0,0,0,0.167,0.238,0,0,0,0.0556,0.0706,0,0,1,11,2,4,1,1,0,4.88,6.05,8.38,1.61,1.7,2.04,0.146,15,35.8,29.9,45.3,46.1,38.3,1610,21.3,9.27,6.28,12,1530,1730,2340,2280,2000,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pentoxifylline,161,279.14519,834,32,2.12,2,2,1,1,0,0,1,1,0,0,0,1.6,0,0.535,0,0.657,0,0.13,0,0.538,38,5,6,0.391,3.17,3.74,0,3.71,7.11,0,3.4,0,0,0.472,0,0,0,0,0,0,1.19,1.14,0.368,0.135,73,0.81,3.11,14.4,0.0442,0.17,0,0,0,0.429,0.346,0.531,18.3,58.9,113,0.34,0,1.31,0,0,0,0,0,0,3,0,4,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-0.332,0.361,4.15,9.86,0,0.5,1,0.884,0,29.8,255,336,5.39,6,0,0.368,41.7,0,102,39.7,1.98,20.5,7.52,13,14.9,9.43,8.72,7.14,5.79,4.16,2.82,1.8,11.9,6.53,4.99,3.36,2.24,1.43,0.798,0.465,5,4030,3550,720,1.13,5.6,4.94,7.01,0.237,75.5,0.645,-0.45,0.332,-0.307,0.113,399,693,20.9,130,-225,-29.7,269,919,50.6,0.755,1.31,0.0396,0.245,-0.426,-0.0561,211,367,11.1,68.7,-119,-15.7,0.167,0.172,1.15,6.26,409,120,0.773,0.227,1820,42.7,12.2,2000,44.8,12.6,3790,61.6,15.6,1.45,1.37,0,0,0.0962,0.244,0.503,0,0,0.0289,0.0687,0.108,0,0,2,2,0,2,3,0,0,3.8,6.27,9,1.23,1.6,1.91,0.271,11,23.8,23.8,34.7,37.6,35.1,1140,16.4,6.84,3.44,5,1190,1390,1970,1980,1650,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ritalinic acid,151.1,220.133229,423,22,2.56,2,1,2,1,0,0,0,2,0,0,0,0.778,0,0.222,0,0.35,0,0.0725,0,0.462,33,6,2,0,0,0,0,11.1,12.4,0,4.24,0,0,0.5,0,0,0,0,0,0,0,0,1.93,3.72,62,1.17,2.44,6.78,0.113,0.235,0,0,0,0.384,0.329,0.532,10.4,27.4,57.2,0.239,0,1.25,0,0,0,0,0,0,0,0,4,0,0,5,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,16,-0.351,0.288,4.67,10.6,1,0.5,1,0.764,0,20.2,216,205,5.09,3,1,2.18,36.9,0,78,32.3,2.02,7.93,4.87,3.06,11.4,7.79,6.62,5.16,4.51,3.42,1.74,1.2,9.23,5.8,4.28,3.18,2.37,1.66,0.754,0.46,3,1670,1280,636,1.3,2.63,2.01,5.64,0.394,49.3,0.265,-0.112,-0.0177,-0.0786,0.116,317,435,20.5,122,-168,-20.6,194,604,41,0.721,0.992,0.0466,0.279,-0.383,-0.0469,139,191,8.98,53.6,-73.8,-9.03,0.195,0.241,0.478,6.27,352,86.4,0.803,0.197,1280,35.8,10.9,1460,38.3,11.4,2640,51.4,13.8,1.29,1.19,0,0,0,0.204,0.118,0,0,0,0.104,0.0602,0,0,1,5,1,1,4,1,0,1.78,3.32,4.37,0.824,1.26,1.46,0.225,6,17.9,18,23.9,23.8,25.4,916,12.5,6.07,3.25,6,982,1120,1470,1440,1230,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sotalol,169.5,273.126764,706,21,2.12,1,1,1,1,0,0,0,1,0,0,0,2.58,0.354,0.118,0,0.962,0.051,0.0304,0,0.5,38,6,3,0.481,2.79,2.84,0,4.25,8.92,0,1.89,0,0,0.595,0,0,0,0,0,0.143,0,0,0.494,0.244,71.5,1.33,1.9,13.7,0.0783,0.112,0,0,0,0.432,0.436,0.589,17,46.9,98.6,0.357,0,1.46,0,0,0,0,0,0,3,0,1,0,0,4,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,32,-0.387,0.269,5.59,9.98,1,0.455,0.833,0.789,0,29.7,252,300,5.17,6,0,1.05,42,0,86,34.9,1.94,16.3,7.27,5.84,13.8,8.28,8.49,4.8,3.66,2.83,1.65,1.18,11,6.24,5.01,2.47,1.59,1.03,0.54,0.33,6,4010,3840,573,1.04,6.99,6.71,6.91,0.158,86.8,0.338,-0.143,-0.0564,0.0591,-0.00522,359,581,20.1,160,-259,-30.6,199,840,50.7,0.692,1.12,0.0387,0.308,-0.499,-0.059,186,301,10.4,83,-134,-15.9,0.132,0.239,0.159,6.06,396,122,0.764,0.236,1820,42.7,12.2,2040,45.2,12.7,3400,58.3,15,2.12,2.12,0,0,0,0.0833,0.107,0,0,0,0.0278,0.0299,0,0,0,5,1,3,2,0,0,2.31,3.23,3.89,0.875,0.934,0.921,0.319,10,27.2,27.7,30.9,26.7,26.2,1140,16.1,6.96,6.67,6,1160,1270,1660,1430,1270,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyridoxine,133.95,170.081193,186,18,1.9,1,1,1,1,0,0,0,1,0,0,0,0.731,0,0.283,0,0.358,0,0.0808,0,0.375,23,6,0,0,0.766,1.81,0,1.14,6.09,0,3.97,0,0,0.646,0,0,0,0,0,0,0,0,-0.514,0.265,43.8,0.342,2.79,5.24,0.0408,0.333,0,0,0,0.387,0.518,0.533,8.38,17.4,30.8,0.219,0,1.44,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,16,-0.416,0.0994,4.48,8.95,0,0.5,1,0.757,0,13.3,153,106,4.58,2,0,-0.514,24.9,0,56,23.3,1.94,10.4,7.44,2.98,9.14,5.7,4.65,4.17,3.02,2.01,0.972,0.416,6.78,3.58,2.51,1.76,0.997,0.533,0.205,0.0556,2,994,624,417,1.59,2.38,1.5,4.87,0.261,73.6,0.321,-0.122,-0.00231,-8.88E-04,-0.146,266,377,26.2,93,-132,-29.9,173,509,56,0.741,1.05,0.0729,0.259,-0.367,-0.0832,95.5,135,9.39,33.4,-47.3,-10.7,0.154,0.276,3.43,6.44,194,165,0.54,0.46,975,31.2,9.92,1110,33.3,10.3,1900,43.6,12.4,2.4,2.4,0,0,0,0.0556,0.19,0,0,0,0.0161,0.0462,0,0,1,2,2,3,0,0,0,2.16,3.18,4.06,0.77,0.871,0.887,0.435,7,14.7,13.3,17.8,21.2,16.8,397,10.1,4.3,2.04,6,588,661,873,848,494,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,10-phenanthroline",131.68,181.076048,271,22,2.56,3,3,1,1,0,0,0,3,0,0,0,0.605,0,0.192,0,0.278,0,0.0498,0,0,22,16,0,0,0,0,0,9.1,12.7,0,3.97,0,0,0,0,0,0,0,0,0.333,0,0,2.2,4.85,53.9,7.40E-07,2.61,6.96,7.74E-08,0.273,0,0,0,0.0797,0.502,0.565,9.57,18.2,27.7,0.295,0,1.15,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,-0.318,0.0985,6.82,9.68,0,0.429,0.75,0.722,0,11.4,150,170,5,0,0,2.23,28.7,0,76,29.5,2.11,6.22,0,6.22,9.38,6.95,5.99,5.39,4.74,4.11,2.58,1.87,7.51,4.53,3.22,2.34,1.68,1.18,0.606,0.355,0,1180,875,302,1.34,3.9,2.9,4.86,0.636,25.8,0.158,-0.0779,-0.0415,0.0759,-0.0418,242,194,15.3,110,-87.9,-13,132,282,28.3,0.688,0.55,0.0434,0.312,-0.249,-0.0369,85.4,68.2,5.39,38.7,-31,-4.58,0.121,0.317,0.707,5.86,315,37.3,0.894,0.106,1270,35.6,10.8,1350,36.7,11.1,2370,48.7,13.3,1.54,1.54,0,0,0,0.222,0.371,0,0,0,0.0639,0.0891,0,0,2,8,2,0,0,0,0,1.83,3.27,4.82,0.65,0.927,1.1,0.143,14,14.7,16.7,23,23.4,17,394,9.24,3.87,1.65,14,914,1080,1520,1460,971,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
