NAME,CCS,MW,WPATH,WPOL,MLogP,nSmallRings,nAromRings,nRingBlocks,nAromBlocks,nRings3,nRings4,nRings5,nRings6,nRings7,nRings8,nRings9,SC-3,SC-4,SC-5,SC-6,VC-3,VC-4,VC-5,VC-6,HybRatio,nAtom,nAromBond,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-14,MDEC-22,MDEC-23,MDEC-24,MDEC-33,MDEC-34,MDEC-44,MDEO-11,MDEO-12,MDEO-22,MDEN-11,MDEN-12,MDEN-13,MDEN-22,MDEN-23,MDEN-33,ALogP,ALogp2,AMR,Wlambda1.unity,Wlambda2.unity,Wlambda3.unity,Wnu1.unity,Wnu2.unity,Wgamma1.unity,Wgamma2.unity,Wgamma3.unity,Weta1.unity,Weta2.unity,Weta3.unity,WT.unity,WA.unity,WV.unity,WK.unity,WG.unity,WD.unity,khs.sLi,khs.ssBe,khs.ssssBe,khs.ssBH,khs.sssB,khs.ssssB,khs.sCH3,khs.dCH2,khs.ssCH2,khs.tCH,khs.dsCH,khs.aaCH,khs.sssCH,khs.ddC,khs.tsC,khs.dssC,khs.aasC,khs.aaaC,khs.ssssC,khs.sNH3,khs.sNH2,khs.ssNH2,khs.dNH,khs.ssNH,khs.aaNH,khs.tN,khs.sssNH,khs.dsN,khs.aaN,khs.sssN,khs.ddsN,khs.aasN,khs.ssssN,khs.sOH,khs.dO,khs.ssO,khs.aaO,khs.sF,khs.sSiH3,khs.ssSiH2,khs.sssSiH,khs.ssssSi,khs.sPH2,khs.ssPH,khs.sssP,khs.dsssP,khs.sssssP,khs.sSH,khs.dS,khs.ssS,khs.aaS,khs.dssS,khs.ddssS,khs.sCl,khs.sGeH3,khs.ssGeH2,khs.sssGeH,khs.ssssGe,khs.sAsH2,khs.ssAsH,khs.sssAs,khs.sssdAs,khs.sssssAs,khs.sSeH,khs.dSe,khs.ssSe,khs.aaSe,khs.dssSe,khs.ddssSe,khs.sBr,khs.sSnH3,khs.ssSnH2,khs.sssSnH,khs.ssssSn,khs.sI,khs.sPbH3,khs.ssPbH2,khs.sssPbH,khs.ssssPb,nHBDon,BCUTw-1l,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,BCUTp-1h,nBase,PetitjeanNumber,topoShape,geomShape,nSpiroAtoms,bpol,VABC,ECCEN,VAdjMat,nAtomLC,nAcid,XLogP,apol,LipinskiFailures,Zagreb,WTPT-1,WTPT-2,WTPT-3,WTPT-4,WTPT-5,SP-0,SP-1,SP-2,SP-3,SP-4,SP-5,SP-6,SP-7,VP-0,VP-1,VP-2,VP-3,VP-4,VP-5,VP-6,VP-7,nRotB,MOMI-X,MOMI-Y,MOMI-Z,MOMI-XY,MOMI-XZ,MOMI-YZ,MOMI-R,FMF,TopoPSA,ATSc1,ATSc2,ATSc3,ATSc4,ATSc5,PPSA-1,PPSA-2,PPSA-3,PNSA-1,PNSA-2,PNSA-3,DPSA-1,DPSA-2,DPSA-3,FPSA-1,FPSA-2,FPSA-3,FNSA-1,FNSA-2,FNSA-3,WPSA-1,WPSA-2,WPSA-3,WNSA-1,WNSA-2,WNSA-3,RPCG,RNCG,RPCS,RNCS,THSA,TPSA,RHSA,RPSA,GRAV-1,GRAV-2,GRAV-3,GRAVH-1,GRAVH-2,GRAVH-3,GRAV-4,GRAV-5,GRAV-6,LOBMAX,LOBMIN,SCH-3,SCH-4,SCH-5,SCH-6,SCH-7,VCH-3,VCH-4,VCH-5,VCH-6,VCH-7,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,SPC-4,SPC-5,SPC-6,VPC-4,VPC-5,VPC-6,tpsaEfficiency,nAtomP,ATSm1,ATSm2,ATSm3,ATSm4,ATSm5,fragC,Kier1,Kier2,Kier3,naAromAtom,ATSp1,ATSp2,ATSp3,ATSp4,ATSp5,nHBAcc,nB,nA,nR,nN,nD,nC,nF,nQ,nE,nG,nH,nI,nP,nL,nK,nM,nS,nT,nY,nV,nW
Fenoxycarb,186.09,324.120608,1390,26,2.78,2,2,2,2,0,0,0,2,0,0,0,0.901,0,0,0,0.246,0,0,0,0.235,41,12,2,0,1.39,0.523,0,14.6,12.5,0,1.25,0,0,0,0.646,0.476,0,0,0,0,0,0,3.56,12.7,82.5,0.903,3.09,24.5,0.0317,0.108,0,0,0,0.396,0.494,0.6,28.5,101,198,0.395,0,1.49,0,0,0,0,0,0,1,0,3,0,0,9,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.9,16,-0.344,0.337,4.08,8.5,0,0.5,1,0.725,0,28.1,284,555,5.52,8,0,3.51,46.9,0,102,44.3,2.01,14.5,11.5,2.96,15.6,10.8,8.8,6.7,5.21,3.94,2.29,1.69,12.5,7.14,4.38,2.72,1.73,1.07,0.474,0.278,9,7160,6730,723,1.06,9.91,9.32,8.26,0.317,56.8,0.593,-0.4,0.155,-0.00519,-0.249,424,779,26.1,178,-327,-23.9,246,1110,50,0.704,1.29,0.0434,0.296,-0.542,-0.0396,256,469,15.8,107,-197,-14.4,0.184,0.188,1.39,1.43,526,76.9,0.872,0.128,1930,43.9,12.4,2130,46.1,12.9,3790,61.6,15.6,1.92,1.92,0,0,0,0.185,0.19,0,0,0,0.0599,0.0358,0,0,0,12,0,4,0,0,0,1.65,2.31,2.66,0.411,0.51,0.493,0.189,14,25.5,25.7,32.7,29.7,24.7,1300,18.3,10.7,7.42,12,1090,1190,1450,1350,1120,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simvastatin,207,441.261124,2440,50,3.66,3,0,2,0,0,0,0,3,0,0,0,3.14,0.204,0.745,0.144,2.16,0.177,0.278,0.0295,0.76,68,0,4,1.8,7.66,9.2,2.06,7.78,24.6,1.65,12.4,2.06,0,0.382,1.26,0.143,0,0,0,0,0,0,4.64,21.5,118,3.24,3.77,12.2,0.169,0.196,0,0,0,0.377,0.451,0.454,19.2,97.7,266,0.226,0,1.28,0,0,0,0,0,0,5,0,6,0,3,0,7,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,-0.392,0.281,4.24,12.3,0,0.462,0.857,0.759,0,47.3,437,632,6,5,0,4.78,73.3,0,158,60.2,2.01,13.6,13.6,0,22.1,14.1,13.7,10.8,8.54,6.58,4.99,3.55,19.1,11.6,10.3,7.35,5.08,3.84,2.62,1.82,7,5870,5370,2360,1.09,2.49,2.27,7.95,0.265,72.8,0.619,-0.309,0.0997,-0.19,0.0996,533,1230,23,144,-331,-29.8,389,1560,52.8,0.787,1.81,0.034,0.213,-0.489,-0.0441,361,830,15.6,97.4,-224,-20.2,0.116,0.17,0.0658,3.48,558,119,0.824,0.176,2350,48.4,13.3,2740,52.3,14,6010,77.5,18.2,1.6,1.02,0,0,0,0.179,0.517,0,0,0,0.105,0.246,0,0,2,3,1,5,9,4,1,6.21,8.74,11.7,3.6,4.46,5.58,0.174,4,33.9,34.3,51.9,55.3,51.9,4030,24.6,10.3,6.08,0,2210,2610,3730,3950,3610,5,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clomazone,159.395,262.060506,436,23,2.34,2,1,2,1,0,0,1,1,0,0,0,1.79,0.204,0.604,0.118,1.33,0.177,0.19,0.0323,0.417,30,6,0,0.5,2.33,1.53,2,5.52,7.22,1.52,1.31,1.11,0,0,0.333,0,0,0,0,0,0,0,2.49,6.19,62.5,1.5,1.66,7.75,0.137,0.152,0,0,0,0.417,0.452,0.599,10.9,26.9,57,0.283,0,1.47,0,0,0,0,0,0,2,0,2,0,0,4,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,35,-0.289,0.234,5.14,9.92,0,0.5,1,0.654,0,19.3,214,214,5.09,0,0,2.21,35.3,0,84,31.9,1.99,11.5,5.54,3.4,11.8,7.5,7.33,5.99,4.13,3.03,1.79,1.11,10.1,5.57,5,3.03,1.79,1.13,0.57,0.345,2,1760,1470,612,1.2,2.88,2.41,5.54,0.4,29.5,0.305,-0.0887,-0.0664,-0.0134,0.0121,283,322,13.2,149,-169,-19.6,134,491,32.8,0.655,0.744,0.0306,0.345,-0.392,-0.0454,123,139,5.72,64.6,-73.3,-8.49,0.206,0.255,0.195,2.56,397,35.4,0.918,0.0818,1410,37.5,11.2,1550,39.4,11.6,3100,55.6,14.6,1.67,1.67,0,0,0.0833,0.392,0.603,0,0,0.0323,0.128,0.176,0,0,1,5,1,4,0,0,1,3.79,4.76,5.68,1.7,1.79,1.77,0.124,6,25.6,20.5,31.3,32.6,19.7,721,12.5,4.7,2.65,6,996,1150,1590,1360,913,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Benfuracarb,207.4,433.176743,2280,40,2.78,2,1,1,1,0,0,1,1,0,0,0,2.94,0.25,0.469,0,1.91,0.144,0.302,0,0.6,58,6,3,2.01,6.62,6.7,1.3,4.23,9.93,1.47,3.74,1.41,0,0.125,1.22,0.468,0,0,0,0,0,0.5,4.18,17.4,110,1.98,6.16,17.9,0.0761,0.237,0,0,0,0.35,0.521,0.533,26,157,401,0.265,0,1.4,0,0,0,0,0,0,6,0,4,0,0,3,1,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,32,-0.336,0.356,4.45,11.7,0,0.467,0.875,0.664,0,46.7,390,671,5.86,11,0,3.51,64.3,0,140,55.3,1.97,23.5,14,6.55,20.9,13.1,12.6,9.04,7.04,5.57,3.61,2.3,18.3,10.2,8.7,5.36,3.62,2.5,1.21,0.665,11,7480,6280,2320,1.19,3.23,2.71,8.55,0.155,93.6,0.778,-0.512,0.214,-0.198,0.144,567,1230,21.9,141,-306,-22.9,427,1540,44.8,0.801,1.74,0.0309,0.199,-0.432,-0.0324,402,873,15.5,99.5,-216,-16.2,0.164,0.155,0.0309,1.52,631,76.7,0.892,0.108,2500,50,13.6,2810,53,14.1,5940,77.1,18.1,2.32,2.32,0,0,0.0833,0.342,0.585,0,0,0.0361,0.135,0.191,0,0,1,5,1,7,3,1,0,4.79,6.63,9.34,2.76,3.16,3.78,0.228,11,38.7,36.5,54.5,55.2,47,2730,24.3,10.9,7.34,6,1870,2130,2890,2800,2600,5,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dimethyl 2,6-naphthalenedicarboxylate",161.91,267.062759,633,28,2.56,2,2,1,1,0,0,0,2,0,0,0,1.14,0,0.319,0,0.417,0,0.0556,0,0.143,30,11,0,0.0909,2.24,2.48,0,6,15.8,0,5.27,0,0,0.111,0.943,0.111,0,0,0,0,0,0,2.45,6,65.6,0.106,1.77,16.9,0.00562,0.094,0,0,0,0.133,0.422,0.5,18.8,31.9,53.8,0.425,0,1.06,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-0.346,0.294,4.53,9.6,0,0.455,0.833,0.967,0,18.9,221,300,5.25,4,0,3.16,35.8,0,90,36.1,2.01,10.4,10.4,0,13.1,8.65,7.44,6.59,4.66,3.82,2.74,1.99,10.1,5.36,3.76,2.68,1.74,1.19,0.67,0.398,4,3550,3280,276,1.08,12.9,11.9,6.16,0.333,52.6,0.56,-0.398,0.199,-0.0844,0.00526,300,441,20.5,170,-250,-28.1,130,691,48.5,0.638,0.938,0.0436,0.362,-0.532,-0.0598,141,207,9.61,79.9,-117,-13.2,0.199,0.214,1.54,2.84,366,104,0.779,0.221,1600,40,11.7,1720,41.5,12,3170,56.3,14.7,3.89,3.89,0,0,0,0.136,0.271,0,0,0,0.0481,0.0796,0,0,2,6,4,0,0,0,0,3.03,4.01,5.2,0.867,1.05,1.16,0.216,16,21.1,21,28.9,31.3,24.7,655,14.4,6.44,3.32,10,1020,1180,1630,1630,1220,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhodamine B base,231.39,465.214843,2820,67,3.99,5,3,1,3,0,0,1,4,0,0,0,2.18,0.068,0.835,0.0833,1.04,0.0255,0.284,0.0221,0.321,63,18,2,0.721,8.71,5.33,0.571,18.1,32.3,4.09,12,4.86,0,0,0.577,0.25,0,0,0,0,0,0.125,5.94,35.3,133,2.32,6.63,16.8,0.0901,0.257,0,0,0,0.405,0.386,0.541,25.8,166,452,0.24,0,1.33,0,0,0,0,0,0,4,0,4,0,0,10,0,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,-0.309,0.312,5.09,13.4,0,0.417,0.714,0.85,1,41.5,420,674,6.21,5,0,6.76,73.9,1,184,68.4,2.07,15.6,9,6.58,23.2,16.1,14.1,13.4,12.2,10.1,7.98,6.66,19.7,11.9,8.42,6.94,5.22,3.39,2.23,1.6,6,7710,5840,3260,1.32,2.36,1.79,8.66,0.349,42,0.544,-0.31,0.0749,-0.148,0.305,547,1130,21.6,197,-404,-25.6,351,1530,47.2,0.736,1.51,0.0291,0.264,-0.544,-0.0343,407,838,16.1,146,-301,-19,0.143,0.15,0.0767,1.74,672,71.9,0.903,0.0966,2870,53.6,14.2,3180,56.4,14.7,6960,83.4,19.1,1.68,1.68,0,0,0.068,0.502,1.01,0,0,0.0255,0.154,0.245,0,0,1,14,4,8,0,1,0,6.61,12.6,19.6,2.82,4.44,5.34,0.095,15,36,39.7,60.1,72.3,76.5,3430,24.7,10.2,4.08,18,2730,3380,5220,6050,5950,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Methyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate",177.4,315.193045,908,32,3.11,1,1,1,1,0,0,0,1,0,0,0,3.65,0.577,0.843,0.236,2.88,0.5,0.465,0.144,0.611,49,6,3,4.27,6.09,9.05,5.22,2.94,9.12,2.25,3.95,3.92,0.25,0.125,0.5,0,0,0,0,0,0,0,4.71,22.2,85.8,1.1,5.48,10.5,0.0643,0.321,0,0,0,0.414,0.477,0.35,17.1,75.2,156,0.211,0,1.24,0,0,0,0,0,0,7,0,2,0,0,2,0,0,0,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,16,-0.36,0.262,4.22,11,0,0.444,0.8,0.733,0,33.5,312,308,5.39,5,0,4.74,52.8,0,106,40.3,1.92,7.71,7.71,0,16.4,9.46,10.2,6.43,4.77,3.61,2.45,1.47,14.3,7.4,7.62,3.63,2.33,1.68,1.12,0.543,6,3980,3100,1240,1.28,3.2,2.49,7.31,0.122,46.5,0.332,-0.2,0.0822,-0.0643,0.021,463,693,17.2,107,-160,-18.3,356,853,35.5,0.812,1.21,0.0302,0.188,-0.281,-0.0321,264,395,9.84,61,-91.2,-10.4,0.175,0.241,0.99,1.07,505,65.2,0.886,0.114,1570,39.6,11.6,1860,43.1,12.3,3520,59.4,15.2,1.69,1.69,0,0,0,0.0556,0.15,0,0,0,0.0208,0.0449,0,0,1,3,3,6,2,0,2,4.78,7.03,9.68,2.68,3.15,3.9,0.159,7,23.3,22.3,34.1,34.3,35,1980,19,7.05,5.29,6,1440,1660,2390,2390,2250,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(-)-Epigallocatechin gallate,208.98,481.074111,3060,60,2.67,4,3,3,3,0,0,0,4,0,0,0,3.03,0,0.963,0,1.04,0,0.158,0,0.136,51,18,0,0,0,0,0,4.26,26.3,0,24.2,0,0,4.6,3.3,0.333,0,0,0,0,0,0,2.89,8.38,109,2.66,7.95,9.7,0.131,0.392,0,0,0,0.507,0.407,0.469,20.3,124,350,0.108,0,1.38,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,16,-0.383,0.294,5,10.8,0,0.462,0.857,0.805,0,24.5,377,729,6.17,3,0,3.58,59.5,1,180,66.8,2.03,29.1,29.1,0,24,15.5,15.2,12.9,10.2,8.23,6.21,4.41,16.6,9.47,7.4,5.15,3.55,2.48,1.48,0.897,4,7600,4980,4470,1.53,1.7,1.11,8.71,0.471,197,0.919,-0.301,-0.153,0.0923,-0.312,398,1540,59.4,299,-1150,-85,99.5,2690,144,0.571,2.2,0.0852,0.429,-1.65,-0.122,278,1070,41.4,208,-803,-59.2,0.0762,0.0935,0.242,2.82,242,455,0.347,0.653,3020,54.9,14.4,3260,57.1,14.8,7460,86.4,19.5,1.69,1.69,0,0,0,0.222,0.73,0,0,0,0.0866,0.168,0,0,1,15,3,0,3,0,0,7.25,10.6,15.4,1.94,2.45,2.96,0.431,12,41.5,40.3,62.7,73.5,65.8,1860,26.1,10.5,5.56,18,2040,2460,3590,3870,3460,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4-Acetamidoantipyrin,164.17,268.105627,579,28,2.34,2,2,2,2,0,0,1,1,0,0,0,1.4,0,0.452,0,0.547,0,0.141,0,0.231,33,6,2,0.669,2.52,5.22,0,6.08,6.37,0,4.46,0,0,0.2,0,0,0,0,0,0,0.667,1,0.445,0.198,69.9,0.531,3.47,10,0.0379,0.248,0,0,0,0.434,0.541,0.518,14,41.9,74.4,0.286,0,1.49,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11.9,16,-0.281,0.265,4.43,10.6,0,0.444,0.8,0.827,0,21.6,233,252,5.25,3,0,1.33,37.8,0,92,35.8,1.99,14.6,4.97,9.65,13.3,8.52,7.85,6.33,5.33,4.14,2.16,1.46,10.6,5.64,4.12,2.86,1.89,1.19,0.537,0.289,3,2380,1920,608,1.24,3.92,3.15,6,0.333,52.7,0.389,-0.168,-0.105,0.217,-0.247,342,482,17.6,134,-189,-21.5,208,671,39,0.719,1.02,0.037,0.281,-0.397,-0.0452,162,229,8.34,63.5,-89.7,-10.2,0.187,0.199,0.848,6.33,401,73.7,0.845,0.155,1610,40.1,11.7,1760,42,12.1,3350,57.9,15,1.81,1.81,0,0,0.0642,0.377,0.603,0,0,0.025,0.117,0.147,0,0,2,8,0,2,0,0,0,3.23,5.59,8.35,1.17,1.59,1.89,0.215,15,20.6,21,30.8,31.8,29.5,850,14.4,5.97,2.96,6,1170,1380,1960,1910,1590,5,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"4,4'-Bis(diethylamino) benzophenone",206.39,347.209364,1540,38,3.44,2,2,2,2,0,0,0,2,0,0,0,1.19,0,0.359,0,0.59,0,0.109,0,0.381,52,12,2,0.651,8.19,3.1,0,14.9,18.4,0,3.34,0,0,0,0,0,0,0,0,0,0,0.1,4.95,24.5,104,1.19,3.14,21.8,0.0456,0.12,0,0,0,0.352,0.454,0.66,26.1,98.2,206,0.376,0,1.47,0,0,0,0,0,0,4,0,4,0,0,8,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,16,-0.288,0.193,5.57,9.71,0,0.5,1,0.919,0,35.5,338,527,5.64,5,0,5.69,58.6,1,116,47.9,1.99,9.13,2.59,6.54,17.5,11.6,9.36,8.55,6.58,4.41,2.91,2.4,15.2,8.89,5.77,4.52,2.99,1.57,0.85,0.598,8,6310,5720,1020,1.1,6.2,5.62,8.03,0.25,23.5,0.279,-0.128,-0.0233,0.019,-0.0118,493,699,18.6,132,-187,-14.7,361,886,33.3,0.789,1.12,0.0297,0.211,-0.299,-0.0235,309,437,11.6,82.7,-117,-9.18,0.136,0.203,0.796,6.99,591,34.6,0.945,0.0553,1890,43.5,12.4,2180,46.7,13,4040,63.6,15.9,1.49,1,0,0,0,0.167,0.192,0,0,0,0.0556,0.0526,0,0,0,11,2,8,0,0,0,3.62,5.41,5.93,1.55,2.04,1.73,0.0726,16,25.5,26.3,35,40,35.7,2260,20.3,10.2,5.25,12,1610,1820,2410,2540,2140,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,1,3,3-Tetraethoxypropane",151.56,243.156659,416,16,2.23,0,0,0,0,0,0,0,0,0,0,0,0.408,0,0,0,0.136,0,0,0,1,39,0,3,0.825,5.04,2.07,0,2.38,4.35,0,0.5,0,0,0,0,1.89,0,0,0,0,0,0,1.16,1.36,57.5,2.02,2.66,9.36,0.144,0.189,0,0,0,0.373,0.547,0.529,14,49.1,113,0.25,0,1.45,0,0,0,0,0,0,4,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.9,16,-0.353,0.164,4.91,8.03,0,0.5,1,0.996,0,33.9,234,174,4.81,9,0,1.85,38.6,0,58,28.5,1.9,11.6,11.6,0,11.5,7.28,5.12,3.45,2.86,1.72,1.19,0.471,10.3,5.74,2.92,1.8,1.27,0.687,0.397,0.157,10,2000,1880,690,1.06,2.89,2.73,6.26,0,36.9,0.656,-0.429,0.205,-0.403,0.589,438,689,14.7,69.5,-109,-13.4,368,799,28.1,0.863,1.36,0.029,0.137,-0.216,-0.0264,222,350,7.48,35.2,-55.5,-6.8,0.103,0.224,0,1.41,473,33.9,0.933,0.0668,1120,33.5,10.4,1360,36.9,11.1,2240,47.4,13.1,1.27,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0.813,1.45,1.51,0.271,0.436,0.39,0.168,0,18.1,16.7,19.2,18.7,22.4,1230,15,10.5,7.88,0,605,614,682,717,723,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Maduramicin,321.88,956.5553,19300,126,4.76,7,0,6,0,0,0,3,4,0,0,0,7.82,0.762,2.25,0.359,4.38,0.298,0.982,0.102,0.979,144,0,2,6.96,13.6,31.3,8.15,5.71,27,8.71,0,15.5,1.51,1.12,5.9,8.53,0,0,0,0,0,0,2.15,4.62,227,5.12,10.7,15.6,0.163,0.341,0,0,0,0.466,0.417,0.519,31.4,302,1190,0.122,0,1.4,0,0,0,0,0,0,13,0,9,0,0,0,19,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,16,-0.406,0.264,4.11,11.2,0,0.478,0.917,0.743,1,111,882,2490,7.13,3,1,3.35,150,3,362,129,2.02,48.5,48.5,0,46.9,30,30.1,25.6,21.7,17.4,12.4,9.16,40.4,23.8,21.3,16.8,12.7,9.27,5.98,3.98,13,21900,17600,11800,1.25,1.86,1.49,10.7,0.278,209,2.44,-1.13,-0.357,0.211,0.0657,888,5800,46.6,178,-1170,-44,709,6970,90.7,0.833,5.44,0.0437,0.167,-1.09,-0.0413,947,6190,49.7,190,-1240,-46.9,0.0404,0.06,0.0914,1.31,873,193,0.819,0.181,5280,72.7,17.4,6120,78.2,18.3,17400,132,25.9,1.66,1.66,0,0,0.287,0.839,1.87,0,0,0.166,0.453,0.871,0,0,1,0,0,10,25,7,0,17,27.8,42.5,9.09,13.1,17.9,0.228,3,77.2,79.6,131,149,157,18500,51.8,19.7,10,0,4760,5830,9020,9810,9890,17,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2,2',6',2""-Terpyridine",151.86,256.084497,621,25,2.78,3,3,3,3,0,0,0,3,0,0,0,0.667,0,0.167,0,0.258,0,0.0333,0,0,29,18,0,0,0,0,0,13.6,14,0,2.94,0,0,0,0,0,0,0,0,0.794,0,0,3.13,9.79,68.4,4.20E-06,3.48,11.7,2.77E-07,0.229,0,0,0,0.162,0.448,0.534,15.2,40.7,55.9,0.328,0,1.14,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,-0.319,0.0957,6.5,9.65,0,0.5,1,0.919,0,16,207,304,5.32,0,0,2.5,37,0,92,37.4,2.08,9.3,0,9.3,12.2,8.93,7.48,6.39,5.33,4.43,2.49,1.93,9.69,5.73,3.84,2.6,1.75,1.17,0.546,0.333,2,2770,2270,500,1.22,5.54,4.54,6.28,0.621,38.7,0.237,-0.112,-0.0852,0.149,-0.0725,293,338,19.2,144,-166,-14.4,149,504,33.6,0.67,0.771,0.0438,0.33,-0.379,-0.0329,128,148,8.39,63.2,-72.7,-6.3,0.0779,0.221,0.426,3.28,400,38.1,0.913,0.0871,1600,40,11.7,1720,41.4,12,3090,55.6,14.6,1.55,1.55,0,0,0,0.287,0.214,0,0,0,0.0712,0.0464,0,0,2,13,0,0,0,0,0,1.84,2.96,4.02,0.553,0.722,0.79,0.166,18,19.1,21,27.7,26.9,22.3,655,13,6.44,3.32,18,1120,1290,1700,1640,1340,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
